client_id,variation,first_start_time,completion_confirm_time,calendar_completion_time_sec,active_completion_time_sec
4600907,Control,2017-03-29 14:13:35+00:00,2017-03-29 14:17:00+00:00,205,62
9066243,Control,2017-03-29 14:06:00+00:00,2017-03-29 14:08:06+00:00,126,126
7233735,Control,2017-03-29 14:04:05+00:00,2017-03-29 14:10:07+00:00,362,362
5177219,Control,2017-03-29 11:34:09+00:00,2017-03-29 11:38:50+00:00,281,281
420825,Control,2017-04-06 13:02:09+00:00,2017-04-11 23:34:53+00:00,469964,214
9390009,Control,2017-04-09 17:11:46+00:00,2017-04-09 17:16:09+00:00,263,263
2251561,Control,2017-03-29 11:24:47+00:00,2017-03-29 11:26:17+00:00,90,90
8881406,Control,2017-04-09 23:07:43+00:00,2017-04-09 23:43:54+00:00,2171,326
7389969,Control,2017-04-19 14:37:40+00:00,2017-04-19 14:43:16+00:00,336,336
5733807,Control,2017-04-20 16:57:10+00:00,2017-04-20 17:02:18+00:00,308,308
7327736,Control,2017-03-17 22:36:21+00:00,2017-03-30 11:56:35+00:00,1084814,623
3006793,Control,2017-03-30 16:04:29+00:00,2017-03-30 16:13:27+00:00,538,538
7485600,Control,2017-04-05 11:11:17+00:00,2017-05-17 11:10:36+00:00,3628759,231
86499,Control,2017-04-12 13:41:59+00:00,2017-04-12 13:44:49+00:00,170,170
5396257,Control,2017-04-12 13:03:46+00:00,2017-04-12 13:22:43+00:00,1137,1137
3874422,Control,2017-04-01 17:04:40+00:00,2017-04-16 09:57:09+00:00,1270349,503
8646089,Control,2017-03-29 19:49:42+00:00,2017-03-29 19:55:47+00:00,365,365
4155989,Control,2017-03-31 10:01:59+00:00,2017-03-31 10:09:58+00:00,479,479
3916909,Control,2017-04-07 22:50:19+00:00,2017-04-07 22:55:04+00:00,285,285
7022229,Control,2017-04-01 16:05:25+00:00,2017-04-01 16:12:51+00:00,446,446
2349303,Control,2017-04-17 10:32:12+00:00,2017-04-19 23:10:43+00:00,218311,686
8088301,Control,2017-04-03 14:10:30+00:00,2017-04-03 14:14:19+00:00,229,229
8555576,Control,2017-04-02 20:25:52+00:00,2017-04-02 20:27:46+00:00,114,114
6598688,Control,2017-04-03 16:54:44+00:00,2017-04-03 16:56:56+00:00,132,132
1592329,Control,2017-04-19 11:54:19+00:00,2017-04-19 11:56:56+00:00,157,157
9828089,Control,2017-04-19 11:39:05+00:00,2017-04-19 11:44:29+00:00,324,324
5974323,Control,2017-04-07 17:46:14+00:00,2017-04-07 17:48:46+00:00,152,152
2073658,Control,2017-04-05 11:10:19+00:00,2017-04-05 11:14:59+00:00,280,280
7509628,Control,2017-04-06 16:37:08+00:00,2017-04-06 16:51:15+00:00,847,847
6293390,Control,2017-04-13 12:03:56+00:00,2017-04-13 12:16:39+00:00,763,763
8058044,Control,2017-04-13 15:16:09+00:00,2017-04-13 15:37:22+00:00,1273,1273
9224081,Control,2017-04-26 11:06:08+00:00,2017-04-26 11:11:29+00:00,321,321
4308408,Control,2017-04-15 15:58:21+00:00,2017-04-15 16:02:02+00:00,221,221
2850387,Control,2017-04-03 10:49:57+00:00,2017-04-03 10:53:52+00:00,235,235
7097814,Control,2017-04-02 19:10:28+00:00,2017-04-29 07:13:52+00:00,2289804,621
6536391,Control,2017-04-12 21:05:37+00:00,2017-04-12 21:12:23+00:00,406,406
2011557,Control,2017-03-29 11:42:30+00:00,2017-03-29 11:44:16+00:00,106,106
5376525,Control,2017-03-29 11:40:01+00:00,2017-03-29 11:43:12+00:00,191,191
4807789,Control,2017-04-06 18:36:06+00:00,2017-04-06 18:38:54+00:00,168,168
9728732,Control,2017-04-06 09:42:04+00:00,2017-04-06 09:45:00+00:00,176,176
3379730,Control,2017-04-01 03:29:34+00:00,2017-04-01 03:50:28+00:00,1254,1254
3470971,Control,2017-04-05 11:21:07+00:00,2017-05-15 12:12:59+00:00,3459112,968
2525157,Control,2017-03-29 12:09:41+00:00,2017-03-29 12:11:21+00:00,100,100
9382259,Control,2017-04-02 22:32:52+00:00,2017-04-02 22:36:27+00:00,215,215
6185706,Control,2017-04-13 11:39:29+00:00,2017-04-13 11:41:46+00:00,137,137
4473377,Control,2017-04-10 06:57:44+00:00,2017-04-10 07:02:22+00:00,278,278
1456118,Control,2017-03-29 23:44:49+00:00,2017-03-29 23:50:57+00:00,368,368
952223,Control,2017-03-29 17:25:22+00:00,2017-03-29 17:27:51+00:00,149,149
1902404,Control,2017-03-22 11:57:21+00:00,2017-03-22 12:01:09+00:00,228,228
9755324,Control,2017-04-09 07:36:03+00:00,2017-04-09 07:48:40+00:00,757,757
6073907,Control,2017-03-30 15:50:04+00:00,2017-03-30 15:57:41+00:00,457,457
3541443,Control,2017-04-15 17:41:02+00:00,2017-04-15 17:45:24+00:00,262,262
4461907,Control,2017-04-08 17:25:32+00:00,2017-04-08 17:31:25+00:00,353,353
8920691,Control,2017-04-12 21:02:48+00:00,2017-04-12 21:07:49+00:00,301,301
7557189,Control,2017-03-29 12:10:47+00:00,2017-03-29 12:14:19+00:00,212,212
1019416,Control,2017-03-29 11:30:41+00:00,2017-03-29 11:38:01+00:00,440,440
5040733,Control,2017-04-06 13:38:36+00:00,2017-04-06 14:06:45+00:00,1689,1689
3506305,Control,2017-03-29 17:17:04+00:00,2017-05-06 11:00:59+00:00,3260635,450
4319222,Control,2017-04-27 13:27:39+00:00,2017-04-27 13:38:50+00:00,671,671
9657390,Control,2017-04-07 15:57:53+00:00,2017-04-07 16:04:41+00:00,408,408
3510917,Control,2017-04-06 20:01:02+00:00,2017-04-06 20:06:09+00:00,307,307
1173759,Control,2017-03-29 11:11:38+00:00,2017-03-29 11:31:55+00:00,1217,1217
8476755,Control,2017-04-28 09:37:37+00:00,2017-06-11 06:37:31+00:00,3790794,163
9295034,Control,2017-03-29 11:24:41+00:00,2017-04-03 11:56:05+00:00,433884,5486
5755447,Control,2017-04-05 12:36:27+00:00,2017-04-10 19:26:13+00:00,456586,1977
6665261,Control,2017-04-05 18:15:25+00:00,2017-04-05 18:20:54+00:00,329,329
4655561,Control,2017-04-12 13:27:24+00:00,2017-04-12 13:31:09+00:00,225,225
1511193,Control,2017-03-29 18:31:03+00:00,2017-04-17 13:56:45+00:00,1625142,3979
2733707,Control,2017-03-28 12:49:56+00:00,2017-03-28 12:51:30+00:00,94,94
723243,Control,2017-03-19 21:49:30+00:00,2017-06-11 14:38:33+00:00,7231743,162
6854605,Control,2017-04-14 12:03:30+00:00,2017-04-14 12:16:42+00:00,792,792
3646268,Control,2017-04-01 16:55:49+00:00,2017-04-01 17:10:15+00:00,866,866
9152473,Control,2017-04-16 12:03:29+00:00,2017-04-17 10:07:04+00:00,79415,1465
1744352,Control,2017-04-03 21:30:23+00:00,2017-04-03 21:34:06+00:00,223,223
1825113,Control,2017-04-03 16:26:43+00:00,2017-04-03 16:29:17+00:00,154,154
5355401,Control,2017-03-29 11:05:39+00:00,2017-03-29 11:07:49+00:00,130,130
9050950,Control,2017-04-24 15:35:43+00:00,2017-04-24 15:38:06+00:00,143,143
221354,Control,2017-04-07 10:05:39+00:00,2017-04-07 10:11:12+00:00,333,333
4352988,Control,2017-04-20 22:24:34+00:00,2017-04-20 22:29:11+00:00,277,277
9060189,Control,2017-04-13 17:39:06+00:00,2017-04-13 17:47:30+00:00,504,504
5478485,Control,2017-04-03 07:52:04+00:00,2017-04-03 07:56:12+00:00,248,248
9749403,Control,2017-04-09 14:39:29+00:00,2017-04-09 14:41:22+00:00,113,113
8966565,Control,2017-04-12 18:42:01+00:00,2017-04-12 18:51:57+00:00,596,596
7538160,Control,2017-03-29 11:14:08+00:00,2017-03-29 11:23:14+00:00,546,546
4946486,Control,2017-03-30 16:20:26+00:00,2017-03-30 16:22:56+00:00,150,150
6809644,Control,2017-04-19 15:55:45+00:00,2017-04-19 16:02:34+00:00,409,409
4981557,Control,2017-03-31 08:19:25+00:00,2017-06-06 10:39:43+00:00,5797218,79
714320,Control,2017-04-08 12:11:23+00:00,2017-04-08 12:14:28+00:00,185,185
4943507,Control,2017-04-10 09:28:42+00:00,2017-04-10 09:37:02+00:00,500,500
9299842,Control,2017-04-17 08:44:48+00:00,2017-04-17 08:47:51+00:00,183,183
9924379,Control,2017-04-02 16:41:45+00:00,2017-04-02 16:56:16+00:00,871,871
4418518,Control,2017-04-05 19:26:21+00:00,2017-04-05 20:06:04+00:00,2383,2383
5930908,Control,2017-04-12 16:26:45+00:00,2017-04-12 16:39:43+00:00,778,778
6690779,Control,2017-04-06 07:15:30+00:00,2017-04-06 07:19:35+00:00,245,245
9740374,Control,2017-03-20 20:49:41+00:00,2017-03-31 09:17:17+00:00,908856,265
2238815,Control,2017-03-30 16:12:21+00:00,2017-03-30 16:18:14+00:00,353,353
6201944,Control,2017-04-07 14:24:25+00:00,2017-04-07 14:28:54+00:00,269,269
6545826,Control,2017-04-07 14:01:05+00:00,2017-04-07 14:10:09+00:00,544,544
1103375,Control,2017-04-14 14:10:58+00:00,2017-04-14 14:19:42+00:00,524,524
7471592,Control,2017-04-12 12:06:23+00:00,2017-04-12 12:10:47+00:00,264,264
2878339,Control,2017-04-12 11:27:56+00:00,2017-04-12 11:32:56+00:00,300,300
37295,Control,2017-04-30 21:29:49+00:00,2017-04-30 21:36:24+00:00,395,395
3532521,Control,2017-04-19 15:13:07+00:00,2017-04-19 15:25:01+00:00,714,714
8340499,Control,2017-04-07 15:01:49+00:00,2017-04-07 15:28:41+00:00,1612,1612
6355297,Control,2017-04-07 12:02:02+00:00,2017-05-28 20:06:11+00:00,4435449,356
6306006,Control,2017-03-30 11:44:11+00:00,2017-03-30 11:51:46+00:00,455,455
3113361,Control,2017-03-30 12:55:14+00:00,2017-04-08 13:56:47+00:00,781293,549
1155317,Control,2017-04-15 06:59:52+00:00,2017-04-15 07:04:28+00:00,276,276
9368027,Control,2017-03-29 13:21:54+00:00,2017-03-29 13:32:18+00:00,624,624
5467350,Control,2017-04-05 21:38:26+00:00,2017-06-18 09:18:41+00:00,6349215,291
349379,Control,2017-04-05 12:51:59+00:00,2017-04-05 12:54:30+00:00,151,151
6206578,Control,2017-03-30 09:45:44+00:00,2017-03-30 09:52:21+00:00,397,397
1110987,Control,2017-04-02 16:51:00+00:00,2017-04-02 16:53:27+00:00,147,147
7264146,Control,2017-04-16 08:37:04+00:00,2017-04-16 09:27:50+00:00,3046,3046
7224020,Control,2017-04-16 06:19:54+00:00,2017-04-16 06:23:54+00:00,240,240
1135081,Control,2017-03-29 12:47:45+00:00,2017-03-29 12:52:11+00:00,266,266
9466213,Control,2017-04-05 19:45:04+00:00,2017-04-05 20:00:57+00:00,953,953
4437808,Control,2017-04-13 11:20:32+00:00,2017-04-13 11:24:44+00:00,252,252
1960366,Control,2017-04-06 09:02:21+00:00,2017-04-07 09:41:24+00:00,88743,997
8827276,Control,2017-04-19 11:39:27+00:00,2017-04-19 11:46:06+00:00,399,399
343906,Control,2017-04-15 09:09:12+00:00,2017-04-15 09:13:17+00:00,245,245
3165398,Control,2017-04-08 15:57:37+00:00,2017-04-08 16:06:23+00:00,526,526
9234362,Control,2017-04-22 21:31:38+00:00,2017-04-22 21:40:32+00:00,534,534
4914648,Control,2017-04-10 17:38:40+00:00,2017-04-10 17:44:21+00:00,341,341
9909088,Control,2017-03-29 11:42:33+00:00,2017-03-29 11:44:47+00:00,134,134
7353336,Control,2017-04-05 12:06:29+00:00,2017-04-05 12:12:29+00:00,360,360
6420672,Control,2017-04-01 21:52:03+00:00,2017-06-05 16:49:38+00:00,5597855,144
81976,Control,2017-04-14 12:55:38+00:00,2017-04-14 13:02:30+00:00,412,353
4839980,Control,2017-04-01 10:20:57+00:00,2017-06-08 17:28:31+00:00,5900854,3197
3945735,Control,2017-03-29 12:27:42+00:00,2017-03-29 12:31:40+00:00,238,238
6550982,Control,2017-03-29 21:38:25+00:00,2017-03-29 21:41:28+00:00,183,183
5954855,Control,2017-04-12 18:00:30+00:00,2017-04-12 18:08:44+00:00,494,494
6262383,Control,2017-04-19 20:22:33+00:00,2017-04-19 20:28:58+00:00,385,385
2833057,Control,2017-03-31 00:18:37+00:00,2017-03-31 00:31:38+00:00,781,781
3118638,Control,2017-04-03 09:51:31+00:00,2017-04-03 09:55:14+00:00,223,223
9789056,Control,2017-04-06 11:37:32+00:00,2017-04-06 11:40:57+00:00,205,205
3192979,Control,2017-03-29 07:26:06+00:00,2017-03-29 07:57:20+00:00,1874,1874
8175830,Control,2017-03-29 11:06:33+00:00,2017-05-10 13:26:56+00:00,3637223,439
8671655,Control,2017-04-24 19:54:22+00:00,2017-04-24 19:56:50+00:00,148,148
2367084,Control,2017-04-05 11:40:23+00:00,2017-04-05 11:43:19+00:00,176,176
6172425,Control,2017-04-13 08:23:36+00:00,2017-04-13 08:29:34+00:00,358,358
8033419,Control,2017-03-30 11:27:32+00:00,2017-03-30 11:32:28+00:00,296,296
7462324,Control,2017-04-05 13:45:34+00:00,2017-04-05 13:49:36+00:00,242,242
6018602,Control,2017-04-05 11:19:52+00:00,2017-04-05 11:23:21+00:00,209,209
6189050,Control,2017-04-08 18:56:44+00:00,2017-04-09 15:46:36+00:00,74992,966
1135759,Control,2017-03-28 20:43:41+00:00,2017-03-28 20:45:52+00:00,131,131
6994813,Control,2017-03-29 11:58:59+00:00,2017-04-12 14:47:22+00:00,1219703,277
1166023,Control,2017-03-29 21:40:29+00:00,2017-04-12 15:36:18+00:00,1187749,451
1605344,Control,2017-03-29 15:39:13+00:00,2017-04-12 15:24:23+00:00,1208710,693
1967307,Control,2017-04-13 16:49:49+00:00,2017-05-06 08:29:22+00:00,1957173,109
549182,Control,2017-03-29 18:01:53+00:00,2017-03-29 18:05:12+00:00,199,199
6863814,Control,2017-04-19 11:16:17+00:00,2017-04-19 11:45:33+00:00,1756,1756
7111189,Control,2017-03-15 14:19:38+00:00,2017-03-15 14:24:52+00:00,314,314
9246780,Control,2017-03-30 12:19:52+00:00,2017-03-30 12:26:24+00:00,392,392
3149079,Control,2017-04-20 12:59:33+00:00,2017-04-20 13:23:38+00:00,1445,1366
1677411,Control,2017-04-08 16:38:15+00:00,2017-04-08 16:42:09+00:00,234,234
1949195,Control,2017-04-05 14:55:32+00:00,2017-04-05 15:09:50+00:00,858,858
7483235,Control,2017-04-05 11:07:55+00:00,2017-04-05 11:10:44+00:00,169,169
6064573,Control,2017-04-12 14:00:33+00:00,2017-04-12 14:08:16+00:00,463,463
5089420,Control,2017-03-30 08:10:43+00:00,2017-03-30 08:16:02+00:00,319,296
1870765,Control,2017-04-07 10:49:46+00:00,2017-04-07 10:59:32+00:00,586,586
7898130,Control,2017-04-08 16:30:41+00:00,2017-04-08 16:39:01+00:00,500,500
9738828,Control,2017-04-01 07:26:19+00:00,2017-04-01 07:32:48+00:00,389,389
1808273,Control,2017-03-29 12:45:58+00:00,2017-03-29 12:51:09+00:00,311,311
3073945,Control,2017-04-12 13:18:50+00:00,2017-04-12 16:56:43+00:00,13073,294
548398,Control,2017-04-12 22:28:13+00:00,2017-04-12 22:30:40+00:00,147,147
3743973,Control,2017-04-02 13:27:51+00:00,2017-04-02 13:30:43+00:00,172,172
4414216,Control,2017-03-15 19:54:10+00:00,2017-03-15 20:06:39+00:00,749,749
3847466,Control,2017-04-19 14:54:35+00:00,2017-04-19 15:06:10+00:00,695,695
4237467,Control,2017-04-08 16:58:19+00:00,2017-04-08 17:02:56+00:00,277,277
9846764,Control,2017-03-30 19:17:24+00:00,2017-04-02 10:58:04+00:00,229240,1015
5120135,Control,2017-03-29 13:31:32+00:00,2017-03-29 13:43:25+00:00,713,713
5524463,Control,2017-04-05 11:27:56+00:00,2017-04-05 11:33:51+00:00,355,355
3253291,Control,2017-04-05 11:09:38+00:00,2017-04-05 11:30:04+00:00,1226,1226
1112588,Control,2017-03-29 11:47:13+00:00,2017-03-29 11:49:10+00:00,117,117
5145108,Control,2017-03-29 13:21:22+00:00,2017-03-29 13:29:49+00:00,507,507
2299456,Control,2017-03-29 13:04:01+00:00,2017-03-29 13:09:09+00:00,308,308
5048059,Control,2017-04-07 10:10:36+00:00,2017-04-07 10:21:08+00:00,632,632
5794562,Control,2017-04-20 06:21:31+00:00,2017-04-20 06:26:31+00:00,300,300
6269249,Control,2017-04-21 20:49:37+00:00,2017-04-21 20:52:48+00:00,191,191
1315310,Control,2017-04-05 12:50:21+00:00,2017-04-05 12:56:16+00:00,355,355
6984985,Control,2017-03-27 16:07:23+00:00,2017-04-19 11:11:39+00:00,1969456,483
7895961,Control,2017-04-05 05:56:43+00:00,2017-04-05 06:00:54+00:00,251,251
3696125,Control,2017-04-24 08:26:46+00:00,2017-05-06 08:58:52+00:00,1038726,727
210473,Control,2017-04-07 09:22:54+00:00,2017-04-07 09:34:27+00:00,693,693
8175591,Control,2017-04-07 02:02:07+00:00,2017-06-04 14:55:01+00:00,5057574,223
7163998,Control,2017-04-02 00:45:38+00:00,2017-04-02 00:48:46+00:00,188,188
6112859,Control,2017-04-06 01:29:49+00:00,2017-04-06 01:39:40+00:00,591,591
129659,Control,2017-03-15 14:24:32+00:00,2017-03-15 14:40:33+00:00,961,961
7549818,Control,2017-04-19 19:32:59+00:00,2017-04-19 19:41:01+00:00,482,482
7293345,Control,2017-04-19 15:14:32+00:00,2017-04-19 15:17:35+00:00,183,183
9660581,Control,2017-04-04 16:52:12+00:00,2017-04-15 18:11:38+00:00,955166,231
3471892,Control,2017-04-05 20:31:35+00:00,2017-04-19 22:22:04+00:00,1216229,455
760258,Control,2017-04-06 13:25:06+00:00,2017-04-19 12:15:10+00:00,1119004,519
3278440,Control,2017-03-15 19:45:04+00:00,2017-03-15 19:54:43+00:00,579,579
4327419,Control,2017-04-14 12:55:01+00:00,2017-04-14 12:58:41+00:00,220,220
9587164,Control,2017-04-01 22:54:40+00:00,2017-04-01 22:57:16+00:00,156,156
5588923,Control,2017-04-14 11:47:59+00:00,2017-04-14 11:54:52+00:00,413,413
4900613,Control,2017-04-13 09:20:08+00:00,2017-04-13 09:26:10+00:00,362,362
5387183,Control,2017-04-05 13:59:26+00:00,2017-04-05 14:05:27+00:00,361,361
68963,Control,2017-04-05 18:39:01+00:00,2017-04-19 19:57:17+00:00,1214296,995
1200235,Control,2017-04-10 13:20:17+00:00,2017-04-10 13:22:16+00:00,119,119
3176218,Control,2017-03-29 11:08:50+00:00,2017-03-29 11:11:50+00:00,180,180
8608653,Control,2017-03-31 14:48:46+00:00,2017-03-31 14:51:36+00:00,170,170
9774602,Control,2017-04-21 12:21:37+00:00,2017-04-21 12:27:36+00:00,359,359
3921085,Control,2017-04-17 14:47:16+00:00,2017-04-17 14:51:06+00:00,230,230
4034386,Control,2017-04-01 19:30:51+00:00,2017-04-01 19:44:20+00:00,809,809
3502276,Control,2017-04-09 14:34:06+00:00,2017-04-09 14:39:44+00:00,338,338
6962372,Control,2017-04-15 11:38:30+00:00,2017-04-15 11:50:08+00:00,698,698
2255932,Control,2017-03-31 13:08:39+00:00,2017-03-31 13:14:39+00:00,360,360
616094,Control,2017-03-31 12:00:45+00:00,2017-03-31 12:04:51+00:00,246,246
8109588,Control,2017-04-10 09:21:24+00:00,2017-04-10 09:27:22+00:00,358,358
1719270,Control,2017-04-05 00:10:50+00:00,2017-04-05 00:19:11+00:00,501,501
7904644,Control,2017-03-29 11:10:20+00:00,2017-03-29 11:15:17+00:00,297,297
6455281,Control,2017-04-13 16:06:33+00:00,2017-04-13 16:14:27+00:00,474,398
4971695,Control,2017-04-24 17:37:50+00:00,2017-06-07 11:53:06+00:00,3780916,221
4694711,Control,2017-03-30 08:10:37+00:00,2017-03-30 08:17:20+00:00,403,403
8922772,Control,2017-04-07 11:25:07+00:00,2017-04-07 11:35:08+00:00,601,601
2167470,Control,2017-04-08 16:23:40+00:00,2017-04-08 16:30:03+00:00,383,383
5182613,Control,2017-04-14 22:54:14+00:00,2017-04-14 23:04:25+00:00,611,611
9172571,Control,2017-04-05 11:30:38+00:00,2017-04-05 11:36:39+00:00,361,361
4852798,Control,2017-03-29 13:07:07+00:00,2017-03-29 13:12:40+00:00,333,333
1147875,Control,2017-04-16 00:24:56+00:00,2017-04-16 00:31:57+00:00,421,421
957273,Control,2017-03-29 11:17:01+00:00,2017-03-29 11:23:50+00:00,409,409
254266,Control,2017-03-29 08:45:11+00:00,2017-03-31 11:26:21+00:00,182470,588
8877862,Control,2017-03-16 16:57:30+00:00,2017-03-16 17:00:36+00:00,186,186
2033133,Control,2017-04-19 08:26:19+00:00,2017-04-25 14:36:27+00:00,540608,281
7348372,Control,2017-04-20 19:41:41+00:00,2017-04-20 19:54:24+00:00,763,763
2660140,Control,2017-04-16 08:43:52+00:00,2017-04-16 08:53:24+00:00,572,572
3081214,Control,2017-04-04 15:35:37+00:00,2017-04-04 15:46:42+00:00,665,665
3693854,Control,2017-04-12 13:40:21+00:00,2017-04-12 13:45:26+00:00,305,305
8544035,Control,2017-03-29 13:33:26+00:00,2017-03-29 13:38:58+00:00,332,332
598508,Control,2017-04-13 11:05:05+00:00,2017-04-13 11:10:19+00:00,314,314
8847444,Control,2017-04-24 22:10:32+00:00,2017-04-24 22:13:03+00:00,151,151
6110105,Control,2017-04-08 18:19:18+00:00,2017-04-08 18:47:04+00:00,1666,499
3549882,Control,2017-03-29 11:03:30+00:00,2017-03-29 11:06:39+00:00,189,189
5800167,Control,2017-04-05 12:13:40+00:00,2017-04-05 12:15:34+00:00,114,114
5229511,Control,2017-04-05 17:51:28+00:00,2017-04-05 17:54:53+00:00,205,205
8556804,Control,2017-04-12 14:29:00+00:00,2017-04-12 14:33:13+00:00,253,253
2062588,Control,2017-03-29 16:05:11+00:00,2017-03-29 16:06:51+00:00,100,100
2599844,Control,2017-04-10 13:04:44+00:00,2017-04-10 13:09:43+00:00,299,299
3617305,Control,2017-04-05 11:24:52+00:00,2017-04-25 15:44:15+00:00,1743563,393
6219218,Control,2017-04-12 11:18:46+00:00,2017-04-12 11:31:25+00:00,759,759
8907499,Control,2017-04-18 11:48:30+00:00,2017-05-24 12:15:22+00:00,3112012,69
7645447,Control,2017-03-29 11:13:40+00:00,2017-03-29 11:16:13+00:00,153,153
4515670,Control,2017-03-29 15:25:24+00:00,2017-03-29 17:10:39+00:00,6315,282
7724739,Control,2017-04-06 22:39:22+00:00,2017-04-06 22:43:52+00:00,270,270
7336628,Control,2017-03-29 15:50:48+00:00,2017-03-29 15:59:16+00:00,508,508
8471108,Control,2017-03-30 06:43:56+00:00,2017-03-30 06:47:05+00:00,189,189
8152690,Control,2017-04-08 16:04:15+00:00,2017-04-08 16:09:37+00:00,322,322
4023916,Control,2017-03-29 12:18:06+00:00,2017-04-13 15:13:21+00:00,1306515,1037
2934470,Control,2017-03-26 12:22:03+00:00,2017-04-10 21:09:19+00:00,1327636,884
6374667,Control,2017-04-12 14:20:07+00:00,2017-04-12 14:23:25+00:00,198,198
655546,Control,2017-04-06 15:40:42+00:00,2017-04-06 15:45:02+00:00,260,260
170660,Control,2017-04-06 15:12:30+00:00,2017-04-06 15:15:30+00:00,180,180
4701664,Control,2017-04-01 17:02:27+00:00,2017-04-01 17:09:26+00:00,419,419
9881395,Control,2017-04-06 09:30:40+00:00,2017-04-06 09:38:57+00:00,497,497
9097207,Control,2017-04-15 14:59:32+00:00,2017-04-15 15:05:31+00:00,359,359
6980026,Control,2017-04-01 10:05:35+00:00,2017-04-01 10:11:33+00:00,358,358
298925,Control,2017-03-28 20:46:15+00:00,2017-04-04 22:28:12+00:00,610917,939
3188840,Control,2017-04-14 12:26:01+00:00,2017-05-29 09:58:08+00:00,3879127,964
8931606,Control,2017-04-14 19:00:49+00:00,2017-04-14 19:03:51+00:00,182,182
7111680,Control,2017-04-19 11:04:31+00:00,2017-04-19 11:15:57+00:00,686,686
3019910,Control,2017-04-10 14:36:38+00:00,2017-04-10 14:41:09+00:00,271,271
582438,Control,2017-04-12 18:11:51+00:00,2017-04-12 18:13:15+00:00,84,84
8498312,Control,2017-03-29 11:05:34+00:00,2017-03-29 11:09:44+00:00,250,250
1777437,Control,2017-04-07 00:29:28+00:00,2017-04-16 10:45:14+00:00,814546,167
7621250,Control,2017-04-07 07:07:35+00:00,2017-06-20 07:59:07+00:00,6396692,1642
1699889,Control,2017-04-01 09:49:47+00:00,2017-04-01 09:56:52+00:00,425,425
8934566,Control,2017-04-05 11:06:27+00:00,2017-04-05 11:10:42+00:00,255,255
3678302,Control,2017-03-29 11:24:15+00:00,2017-03-29 11:29:19+00:00,304,304
1625605,Control,2017-04-05 11:06:50+00:00,2017-04-05 11:12:21+00:00,331,331
2185465,Control,2017-04-12 11:36:21+00:00,2017-04-12 11:39:25+00:00,184,184
3919298,Control,2017-04-17 08:41:32+00:00,2017-04-17 08:44:54+00:00,202,202
4170203,Control,2017-04-05 12:24:28+00:00,2017-04-05 12:26:17+00:00,109,109
3818006,Control,2017-04-12 11:32:22+00:00,2017-04-12 11:38:38+00:00,376,376
5454195,Control,2017-04-10 17:49:25+00:00,2017-04-10 17:56:01+00:00,396,396
6630292,Control,2017-03-29 11:28:32+00:00,2017-03-29 11:35:10+00:00,398,398
9402268,Control,2017-04-05 02:21:44+00:00,2017-04-05 02:27:45+00:00,361,361
8507003,Control,2017-03-29 14:45:30+00:00,2017-03-29 14:50:16+00:00,286,286
6383242,Control,2017-04-06 09:12:59+00:00,2017-06-04 13:30:03+00:00,5113024,229
534616,Control,2017-04-13 10:57:11+00:00,2017-05-24 13:50:37+00:00,3552806,251
6055251,Control,2017-03-30 10:31:58+00:00,2017-03-30 10:37:21+00:00,323,323
4682082,Control,2017-04-14 10:12:05+00:00,2017-04-14 10:14:07+00:00,122,122
4641084,Control,2017-04-13 21:58:55+00:00,2017-04-13 22:02:53+00:00,238,238
1777512,Control,2017-03-30 08:01:24+00:00,2017-03-30 08:04:38+00:00,194,194
9059192,Control,2017-04-22 12:06:32+00:00,2017-04-22 12:16:29+00:00,597,597
1231418,Control,2017-04-07 11:50:39+00:00,2017-04-18 11:31:47+00:00,949268,1789
6421589,Control,2017-04-07 11:48:48+00:00,2017-04-14 09:45:04+00:00,597376,628
1504275,Control,2017-04-20 11:25:33+00:00,2017-04-20 11:31:10+00:00,337,337
8382501,Control,2017-04-16 19:51:21+00:00,2017-04-16 19:55:24+00:00,243,243
3154378,Control,2017-04-17 09:35:07+00:00,2017-04-17 09:41:52+00:00,405,405
5723120,Control,2017-04-06 10:32:53+00:00,2017-06-11 13:04:50+00:00,5711517,297
1655558,Control,2017-04-12 11:05:24+00:00,2017-04-12 11:08:52+00:00,208,208
2811586,Control,2017-04-08 21:46:33+00:00,2017-04-16 22:04:13+00:00,692260,397
6464132,Control,2017-04-05 07:55:13+00:00,2017-04-05 07:58:52+00:00,219,219
3328033,Control,2017-03-29 14:40:36+00:00,2017-03-29 14:43:07+00:00,151,151
7626144,Control,2017-03-29 16:06:20+00:00,2017-03-29 16:13:05+00:00,405,405
7159582,Control,2017-04-03 16:33:35+00:00,2017-04-03 16:40:31+00:00,416,416
5657741,Control,2017-03-29 11:46:32+00:00,2017-03-29 12:04:51+00:00,1099,310
3189730,Control,2017-04-05 19:43:39+00:00,2017-04-05 19:50:58+00:00,439,439
1570493,Control,2017-04-06 14:20:16+00:00,2017-04-12 12:53:32+00:00,513196,207
5973424,Control,2017-03-29 11:20:05+00:00,2017-03-29 11:34:01+00:00,836,836
980630,Control,2017-03-29 11:12:07+00:00,2017-03-29 11:20:37+00:00,510,510
3120499,Control,2017-04-06 14:23:01+00:00,2017-04-06 14:29:28+00:00,387,387
9788789,Control,2017-04-25 20:46:03+00:00,2017-04-25 20:53:36+00:00,453,453
3703524,Control,2017-04-19 17:36:28+00:00,2017-04-19 17:58:16+00:00,1308,1308
