client_id,variation,start,step_1,step_2,step_3,confirm
1985555,Control,1,0,0,0,0
1986076,Test,1,1,1,1,1
1986539,Control,1,1,1,1,1
1986592,Control,1,1,1,1,1
1986643,Control,1,1,1,1,1
1987005,Test,1,1,1,1,1
1987034,Control,1,0,0,0,0
1987287,Test,1,1,1,1,0
1987491,Test,1,1,1,1,0
1988002,Control,1,1,1,1,1
1988246,Test,1,1,0,0,0
1988758,Test,1,0,0,0,0
1988797,Test,1,1,1,1,1
1988961,Control,1,1,1,1,1
1989030,Control,1,1,1,1,1
1989042,Test,1,1,1,1,1
1989165,Control,1,1,1,1,1
1989878,Test,1,1,1,1,1
1990150,Test,1,1,1,1,1
1990597,Test,1,1,1,0,0
1990671,Test,1,1,1,1,1
1990675,Control,1,1,1,1,1
1990708,Control,1,1,1,1,1
1990754,Control,1,1,1,1,0
1990964,Control,1,0,0,0,0
1991261,Control,1,1,0,0,0
1991344,Control,1,1,1,1,1
1991360,Test,1,1,1,1,1
1991503,Test,1,1,1,1,1
1991753,Control,1,1,1,1,1
1991959,Control,1,1,1,1,1
1991963,Control,1,0,0,0,0
1992392,Test,1,1,1,1,1
1992455,Test,1,1,1,1,1
1992490,Control,1,1,1,1,0
1992563,Test,1,1,1,1,1
1993088,Test,1,1,1,1,1
1993598,Test,1,1,1,1,1
1993746,Control,1,1,1,1,1
1993765,Control,1,0,0,0,0
1993788,Control,1,1,1,1,1
1993843,Test,1,1,1,1,1
1993947,Control,1,1,1,1,1
1994353,Control,1,1,1,1,1
1994638,Test,1,1,1,1,0
1994826,Control,1,1,1,1,1
1994865,Control,1,1,1,1,1
1995060,Control,1,1,1,1,1
1995384,Control,1,1,1,1,1
1995844,Test,1,1,1,1,1
1996537,Test,1,0,0,0,0
1996689,Control,1,1,1,1,1
1997339,Test,1,1,1,1,1
1997374,Test,1,1,1,0,0
1997443,Control,1,1,1,1,1
1997445,Control,1,0,0,0,0
1998232,Test,1,1,1,1,1
1998408,Control,1,1,0,0,0
1998440,Test,1,1,1,1,1
1998506,Test,1,1,1,1,1
1998730,Test,1,0,0,0,0
1999245,Control,1,1,1,0,0
1999924,Test,1,0,0,0,0
1999950,Test,1,1,1,1,1
1999991,Test,1,1,1,1,1
2000080,Test,1,1,1,1,1
2000088,Test,1,1,1,1,1
2000151,Test,1,1,0,0,0
2000326,Control,1,1,1,1,1
2000413,Control,1,1,1,1,0
2000438,Control,1,1,1,1,1
2000476,Control,1,1,1,1,0
2000786,Control,1,0,0,0,0
2001063,Control,1,1,0,0,0
2001068,Control,1,0,0,0,0
2001185,Control,1,1,1,1,1
2001189,Control,1,1,1,1,1
2001275,Control,1,0,0,0,0
2001533,Test,1,1,1,1,1
2001599,Test,1,0,0,0,0
2001658,Control,1,1,1,1,1
2001821,Control,0,1,1,1,1
2001996,Control,1,1,1,1,1
2002054,Control,1,1,1,1,1
2002150,Test,1,1,1,1,1
2002384,Test,1,1,1,1,0
2002497,Control,1,1,1,1,1
2002895,Test,1,1,0,0,0
2003112,Test,1,1,1,1,1
2003283,Control,1,1,1,1,0
2003392,Control,1,1,1,1,1
2003412,Test,1,1,1,1,1
2004209,Control,1,1,1,1,1
2004961,Test,1,1,1,1,1
2004994,Test,1,1,1,1,1
2005018,Control,1,0,0,0,0
2005283,Test,1,1,1,1,1
2005396,Test,1,1,0,0,0
2005476,Test,1,1,1,1,1
2005777,Test,1,1,0,0,0
2006078,Test,1,1,1,0,0
2006271,Control,1,0,0,0,0
2006296,Test,1,1,1,1,1
2006518,Control,1,1,0,0,0
2006522,Control,1,1,1,1,1
2006721,Test,1,1,1,1,0
2006770,Control,1,1,1,1,1
2006775,Test,1,1,1,1,1
2007508,Test,1,1,1,1,1
2007632,Control,1,1,1,1,1
2007654,Test,1,1,1,1,1
2007660,Test,1,1,1,1,1
2007964,Test,1,1,1,1,1
2008126,Control,1,1,1,1,0
2008196,Control,1,1,1,1,1
2008219,Control,1,1,1,1,1
2008244,Control,1,1,1,1,1
2008364,Control,1,1,1,1,1
2008545,Test,1,0,0,0,0
2008582,Test,1,1,1,1,0
2008597,Control,1,0,0,0,0
2009302,Control,1,1,1,1,1
2009543,Test,1,1,1,1,1
2009732,Test,1,1,1,1,1
2010054,Control,1,1,0,0,0
2010239,Control,1,1,1,1,0
2010335,Test,1,1,1,1,1
2010364,Test,1,1,1,1,1
2010554,Test,1,1,1,1,1
2010561,Control,1,1,1,1,1
2010706,Control,1,1,1,1,1
2010755,Test,1,1,1,1,1
2010851,Control,1,1,1,1,1
2010876,Test,1,1,1,1,1
2011557,Control,1,1,1,1,1
2011573,Control,1,1,1,1,1
2011854,Control,1,1,1,1,1
2012155,Test,1,1,1,1,1
2012466,Test,1,1,1,1,1
2012634,Control,1,0,0,0,0
2012679,Test,1,1,1,1,1
2012963,Test,1,1,1,1,0
2013019,Test,1,1,1,1,1
2013566,Control,1,1,1,1,1
2013589,Control,1,1,1,1,1
2013826,Test,1,1,0,0,0
2013867,Control,1,1,1,1,1
2013905,Control,1,1,0,0,0
2014286,Control,1,1,1,1,0
2014480,Test,1,1,1,1,1
2014514,Control,1,1,1,1,0
2014659,Test,1,1,1,1,1
2014716,Test,1,1,1,1,1
2014783,Control,1,0,0,0,0
2015049,Test,1,1,1,1,1
2015091,Control,1,1,1,1,1
2015094,Control,1,1,1,1,0
2015180,Test,1,1,1,1,1
2015197,Control,1,1,1,1,1
2015570,Control,1,1,1,1,0
2015629,Test,1,1,1,1,1
2016166,Control,1,1,1,1,1
2016325,Test,1,1,1,1,1
2016479,Control,1,1,1,1,1
2016678,Test,1,0,0,0,0
2016715,Test,1,1,1,1,1
2016971,Control,1,1,1,1,1
2017198,Control,1,0,0,0,0
2017693,Test,1,1,1,1,1
2018953,Test,1,1,1,1,1
2019076,Control,1,1,1,1,1
2019581,Test,1,1,1,1,1
2019649,Test,1,1,0,0,0
2019893,Test,1,1,1,1,1
2019950,Test,1,1,1,1,1
2020418,Control,1,1,1,1,1
2020501,Control,1,1,1,1,1
2020919,Test,1,1,1,1,1
2020936,Test,1,1,1,1,1
2020972,Test,1,1,1,1,1
2021214,Control,1,1,0,0,0
2021249,Test,1,1,1,1,0
2021417,Test,1,1,0,0,0
2021664,Test,1,1,1,1,1
2022026,Control,1,1,1,1,1
2023072,Control,1,0,0,0,0
2023168,Control,1,1,0,0,0
2023345,Control,1,1,1,1,1
2023674,Test,1,1,1,1,1
2023843,Test,1,1,1,1,1
2023853,Control,1,1,1,1,1
2024110,Test,1,0,0,0,0
2024442,Test,1,1,1,1,1
2024546,Test,1,1,0,0,0
2024619,Control,1,0,0,0,0
2024626,Test,1,1,1,1,1
2024733,Control,1,0,0,0,0
2024752,Test,1,1,1,1,1
2025041,Test,1,1,1,1,1
2025451,Test,1,1,1,1,1
2025734,Control,1,1,1,1,1
2025761,Control,1,1,1,1,0
2025859,Test,1,1,0,0,0
2026116,Test,1,1,1,1,1
2026269,Control,1,1,1,1,1
2026412,Test,1,1,1,1,1
2026557,Control,1,1,1,1,1
2026560,Control,1,1,1,1,1
2026626,Test,1,1,0,0,0
2027369,Test,1,1,1,1,1
2027427,Control,1,1,1,0,0
2027429,Control,1,0,0,0,0
2027860,Test,1,1,1,1,1
2028340,Test,1,1,1,1,1
2028457,Control,1,1,1,1,1
2028483,Test,1,1,1,1,1
2028518,Control,1,1,1,1,0
2028637,Control,1,1,1,1,1
2028861,Test,1,1,1,1,1
2029059,Control,1,1,1,1,1
2029226,Test,1,1,1,1,1
2029526,Control,1,0,0,0,0
2029683,Test,1,1,1,1,1
2029999,Control,1,1,1,1,1
2030016,Control,1,1,1,1,1
2030263,Test,1,1,1,0,0
2030511,Test,1,1,0,0,0
2030720,Control,1,1,1,0,0
2031358,Test,1,1,1,1,1
2031379,Test,1,0,0,0,0
2031853,Test,1,0,0,0,0
2032061,Test,1,1,1,1,1
2032283,Test,1,1,1,1,1
2032400,Test,1,1,1,1,1
2032495,Control,1,1,0,0,0
2032704,Control,1,1,1,1,1
2033019,Test,1,1,1,1,1
2033133,Control,1,1,1,1,1
2033206,Test,1,0,0,0,0
2033367,Test,1,1,1,1,1
2033411,Control,1,1,1,1,1
2033798,Control,1,1,0,0,0
2034560,Test,1,1,1,1,1
2034717,Test,1,1,1,1,1
2034778,Test,1,1,1,0,0
2035046,Test,1,0,0,0,0
2035055,Test,1,1,1,1,1
2035117,Control,1,1,1,1,1
2035198,Test,1,1,1,0,0
2035789,Control,1,1,1,1,1
2035958,Test,1,1,1,1,1
2036106,Control,1,1,0,0,0
2036184,Control,1,1,1,0,0
2036303,Control,1,0,0,0,0
2036439,Test,1,1,1,1,1
2036502,Control,1,1,1,1,1
2036598,Test,1,1,1,1,1
2036653,Test,1,1,1,1,1
2036689,Test,1,1,1,1,1
2036837,Control,1,1,1,1,0
2037145,Control,1,1,1,1,1
2037181,Control,1,1,1,1,1
2037206,Test,1,1,1,1,1
2038365,Control,1,1,1,1,1
2038553,Control,1,1,1,1,1
2038595,Test,1,1,1,1,1
2038707,Control,1,1,1,1,1
2038721,Test,1,1,1,1,1
2038876,Test,1,1,1,1,1
2038954,Control,1,0,0,0,0
2039024,Control,1,1,1,1,0
2039070,Control,1,1,1,1,1
2039099,Test,1,1,1,1,1
2039364,Control,1,1,1,1,1
2039550,Test,1,1,1,1,1
2039692,Control,1,1,0,0,0
2040428,Control,1,1,0,0,0
2040881,Control,1,1,1,1,1
2040900,Control,1,1,1,1,1
2041260,Test,1,1,1,1,0
2041298,Test,1,0,0,0,0
2041444,Test,1,1,1,1,1
2041578,Test,1,1,1,1,1
2041645,Control,1,1,1,1,1
2041724,Test,1,1,1,1,1
2041757,Control,1,0,0,0,0
2041796,Test,1,1,1,1,1
2041839,Control,1,1,1,1,1
2041875,Control,1,1,1,1,1
2041937,Control,1,0,0,0,0
2042144,Test,1,1,1,1,1
2042907,Test,1,1,1,1,1
2043345,Test,1,1,1,1,1
2043512,Test,1,1,1,1,1
2043815,Test,1,1,1,0,0
2043927,Test,1,1,1,1,0
2044436,Test,1,1,1,1,0
2044540,Control,1,1,1,1,1
2044842,Control,1,0,0,0,0
2045087,Control,1,1,1,1,1
2045101,Test,1,1,1,1,1
2045179,Control,1,1,0,0,0
2045369,Control,1,1,1,1,1
2045712,Test,1,1,1,1,1
2046679,Test,1,1,1,1,0
2046788,Control,1,1,1,1,1
2047077,Test,1,1,1,1,0
2047305,Control,1,1,1,1,1
2047423,Test,1,1,1,0,0
2047755,Control,1,1,1,1,1
2047867,Control,1,1,1,1,1
2047876,Control,1,1,1,1,1
2048027,Test,1,1,1,1,1
2048072,Test,1,1,1,1,1
2048285,Test,1,1,1,1,1
2048347,Test,1,1,1,1,1
2048431,Test,1,1,1,1,1
2048565,Control,1,0,0,0,0
2048937,Test,1,1,1,1,1
2048981,Control,1,1,0,0,0
2049079,Test,1,1,1,1,1
2049385,Test,1,1,1,1,1
2049570,Control,1,1,1,1,1
2049672,Control,1,1,1,1,1
2050197,Test,1,1,1,1,1
2050360,Test,1,1,1,1,1
2050426,Control,1,1,1,0,0
2050489,Control,1,1,0,0,0
2050840,Control,1,1,1,1,1
2050885,Control,1,1,1,1,1
2051216,Control,1,0,0,0,0
2052058,Control,1,1,1,1,0
2052157,Control,1,1,1,1,0
2052207,Test,1,1,1,1,1
2052549,Control,1,1,1,1,1
2052647,Test,1,1,1,1,1
2052733,Control,1,1,1,1,1
2052761,Control,1,1,1,0,0
2052923,Test,1,1,1,1,1
2053174,Test,1,1,1,1,1
2053183,Control,1,1,1,1,1
2053219,Test,1,1,1,1,1
2053248,Control,1,1,1,1,1
2053624,Test,1,1,1,1,1
2053769,Control,1,1,1,1,1
2053795,Control,1,1,1,1,1
2053842,Test,1,1,1,1,1
2054441,Test,1,1,1,1,1
2054719,Control,1,1,1,1,1
2054834,Test,1,1,1,1,1
2054906,Control,1,0,0,0,0
2055031,Test,1,1,1,1,1
2055063,Control,1,1,1,1,1
2055185,Control,1,1,1,1,1
2055307,Control,1,1,0,0,0
2055445,Control,1,1,1,1,1
2055561,Test,1,1,1,1,0
2055802,Test,1,1,1,1,1
2056063,Control,1,1,1,1,1
2056534,Control,1,1,0,0,0
2056567,Control,1,1,1,1,1
2056656,Test,1,1,1,1,1
2056783,Test,1,1,1,0,0
2056799,Test,1,1,1,1,1
2056890,Test,1,1,1,1,0
2056993,Control,1,0,0,0,0
2057277,Control,1,1,1,0,0
2057447,Control,1,0,0,0,0
2057492,Control,1,1,1,1,1
2057594,Test,1,1,1,1,1
2057700,Test,1,1,1,1,1
2057773,Control,1,1,1,1,1
2057801,Test,1,1,1,1,1
2057858,Test,1,1,1,1,1
2058100,Test,1,1,1,1,1
2058253,Test,1,1,1,1,1
2058329,Control,1,0,0,0,0
2058346,Control,1,0,0,0,0
2058776,Test,1,1,1,1,1
2058971,Control,1,1,1,1,1
2059028,Control,1,1,1,1,1
2059033,Control,1,1,1,1,1
2059285,Control,1,1,1,1,1
2059449,Control,1,1,1,1,1
2059749,Test,1,1,0,0,0
2059782,Test,1,0,0,0,0
2059935,Control,1,1,1,1,0
2060068,Test,1,1,1,1,1
2060162,Test,1,1,1,1,1
2060326,Test,1,1,1,1,1
2060349,Test,1,1,1,1,1
2061194,Test,1,1,1,1,1
2061195,Control,1,1,1,0,0
2061256,Test,1,1,1,1,1
2061267,Control,1,1,0,0,0
2061268,Control,1,1,1,1,0
2061471,Control,1,1,1,1,1
2061519,Test,1,1,1,1,1
2061626,Control,1,1,1,1,1
2061668,Control,1,1,1,1,1
2061783,Test,1,1,1,0,0
2061985,Control,1,1,1,1,0
2062199,Control,1,1,0,0,0
2062413,Control,1,0,0,0,0
2062493,Test,1,1,1,1,1
2062515,Test,1,1,1,1,1
2062588,Control,1,1,1,1,1
2062763,Test,1,1,0,0,0
2063057,Control,1,1,1,0,0
2063178,Control,1,0,0,0,0
2063242,Test,1,1,1,0,0
2063428,Control,1,0,0,0,0
2063805,Control,1,1,1,1,1
2063960,Test,1,0,0,0,0
2064271,Test,1,1,1,1,1
2064307,Test,1,1,1,1,1
2064344,Control,1,1,1,1,1
2064675,Test,1,1,1,1,1
2065024,Control,1,1,1,1,0
2065107,Test,1,1,1,1,1
2065266,Test,1,1,1,1,1
2065383,Test,1,1,1,0,0
2065932,Test,1,1,1,1,1
2066508,Control,1,1,1,1,1
2066750,Control,1,0,0,0,0
2066822,Test,1,1,1,0,0
2066863,Control,1,1,1,0,0
2067289,Control,1,1,1,1,0
2067466,Control,1,1,0,0,0
2067509,Test,1,1,1,1,1
2067540,Control,1,1,1,1,1
2067551,Test,1,1,1,1,1
2067617,Control,1,1,1,0,0
2068284,Control,1,0,0,0,0
2068566,Test,1,1,1,0,0
2068892,Control,1,1,0,0,0
2068954,Control,1,1,1,1,1
2069002,Test,1,1,1,1,1
2069251,Control,1,1,1,1,1
2069344,Test,1,1,1,1,1
2069447,Test,1,1,1,1,1
2069824,Control,1,1,1,1,1
2070044,Test,1,1,1,1,0
2070184,Control,1,1,1,1,1
2070352,Test,1,1,1,1,1
2070486,Control,1,1,1,0,0
2070572,Test,1,1,1,1,1
2070948,Control,1,1,1,1,1
2071011,Control,1,1,1,1,1
2071121,Control,1,1,1,1,1
2071719,Control,1,1,1,1,1
2071744,Control,1,1,1,1,1
2071841,Control,1,1,1,1,1
2072025,Test,1,1,1,1,0
2072755,Control,1,1,1,1,0
2073001,Control,1,1,1,1,1
2073037,Test,1,1,1,1,1
2073207,Test,1,1,1,1,1
2073265,Test,1,1,1,1,0
2073658,Control,1,1,1,1,1
2074092,Test,1,1,1,1,0
2074094,Control,1,1,1,1,1
2074688,Control,1,1,1,1,1
2074878,Test,1,1,0,0,0
2075007,Control,1,1,1,1,1
2075145,Test,1,1,1,1,1
2075347,Test,1,1,1,1,1
2075617,Test,1,1,1,0,0
2075655,Test,1,1,1,1,1
2076087,Control,1,1,1,1,1
2076382,Test,1,1,1,1,1
2076943,Test,1,1,1,1,1
2077203,Control,1,1,1,0,0
2077336,Control,1,1,1,1,0
2077441,Test,1,0,0,0,0
2077990,Test,1,1,1,1,0
2078021,Test,1,1,1,0,0
2078407,Control,1,1,1,1,1
2078453,Test,1,1,1,1,1
2078513,Test,1,1,1,1,1
2078711,Control,1,1,1,1,1
2079061,Test,1,1,1,1,1
2079150,Test,1,1,1,1,1
2079191,Test,1,1,1,1,1
2079235,Control,1,0,0,0,0
2079408,Test,1,1,1,1,1
2079440,Test,1,1,1,1,1
2079465,Control,1,1,1,1,1
2079565,Test,1,1,0,0,0
2079676,Test,1,1,0,0,0
2080022,Control,1,1,1,1,1
2080124,Test,1,1,1,1,1
2080265,Control,1,0,0,0,0
2080581,Control,1,1,0,0,0
2080737,Test,1,1,1,1,1
2080835,Test,1,1,1,1,0
2081195,Test,1,0,0,0,0
2081243,Test,1,1,1,1,0
2081422,Test,1,1,0,0,0
2081736,Control,1,1,1,1,1
2081780,Test,1,1,1,1,1
2081914,Test,1,1,1,1,0
2082482,Control,1,1,0,0,0
2082621,Test,1,1,1,1,1
2082753,Test,1,1,1,1,1
2082886,Control,1,1,1,1,1
2082931,Control,1,1,1,1,1
2083525,Test,1,1,1,1,1
2083605,Test,1,1,1,1,1
2084027,Test,1,0,0,0,0
2084279,Test,1,1,1,1,1
2084327,Test,1,1,1,1,1
2084475,Test,1,0,0,0,0
2084512,Control,1,0,0,0,0
2084517,Control,1,1,1,1,1
2084702,Test,1,1,1,1,1
2084978,Control,1,1,1,1,1
2085066,Test,1,1,1,1,1
2085392,Control,1,1,1,0,0
2086391,Test,1,1,1,1,1
2086535,Test,1,1,1,1,1
2086680,Control,1,1,1,1,1
2086854,Control,1,1,1,1,1
2087249,Test,1,1,1,1,1
2087296,Test,1,1,1,1,0
2087391,Test,1,1,1,0,0
2088315,Control,1,1,1,1,1
2088685,Test,1,0,0,0,0
2088806,Test,1,1,1,1,1
2088839,Test,1,1,1,1,1
2089049,Test,1,0,0,0,0
2089071,Control,1,1,1,1,1
2089563,Test,1,1,1,1,1
2089579,Control,1,0,0,0,0
2089991,Control,1,1,1,1,1
2090255,Test,1,1,0,0,0
2090413,Test,1,1,1,1,1
2090428,Control,1,1,1,1,1
2090464,Control,1,1,1,1,1
2090574,Test,1,1,1,1,1
2090939,Control,1,1,1,1,1
2091122,Control,1,1,1,1,1
2091129,Control,1,1,0,0,0
2091430,Control,1,1,0,0,0
2091601,Control,1,1,1,1,1
2091622,Test,1,1,1,1,0
2091731,Control,1,1,1,1,1
2091795,Control,1,1,1,1,1
2092004,Test,1,1,1,1,1
2092141,Test,1,1,1,1,1
2092231,Test,1,1,1,1,1
2092341,Control,1,1,1,1,1
2092570,Control,1,1,1,1,1
2092631,Test,1,1,0,0,0
2093449,Test,1,1,1,1,1
2093746,Test,1,1,1,1,1
2094380,Control,1,1,0,0,0
2094626,Control,1,1,1,1,1
2095043,Control,1,0,0,0,0
2095088,Test,1,0,0,0,0
2095170,Test,1,1,1,1,1
2095187,Control,1,1,1,1,0
2095375,Control,1,1,1,1,1
2095509,Test,1,1,1,1,1
2095719,Control,1,1,0,0,0
2095849,Control,1,1,1,0,0
2096040,Test,1,1,1,0,0
2096453,Test,1,1,1,1,1
2096514,Control,1,1,1,1,1
2096724,Test,1,1,1,1,1
2097144,Test,1,0,0,0,0
2097722,Control,1,1,1,1,1
2097838,Test,1,1,0,0,0
2097904,Test,1,1,1,1,1
2097917,Test,1,1,1,1,1
2098270,Control,1,1,1,1,1
2098439,Control,1,1,1,0,0
2098868,Control,1,0,0,0,0
2099148,Test,1,0,0,0,0
2099826,Test,1,1,1,1,1
2100060,Control,1,0,0,0,0
2100661,Control,1,1,1,1,1
2100717,Control,1,1,1,1,1
2100720,Control,1,1,1,1,1
2100725,Test,1,1,1,1,1
2100966,Control,1,0,0,0,0
2100975,Test,1,1,0,0,0
2101216,Test,1,1,1,1,1
2101232,Test,1,1,1,0,0
2101802,Test,1,1,1,1,0
2101980,Test,1,1,1,1,1
2102012,Control,1,1,0,0,0
2102149,Control,1,1,1,1,1
2102243,Test,1,1,1,1,1
2102280,Control,1,1,0,0,1
2102662,Test,1,1,1,1,1
2103055,Control,1,1,1,0,0
2103586,Control,1,1,1,1,1
2103635,Control,1,1,1,1,1
2103672,Test,1,1,1,1,1
2104284,Control,1,1,1,1,1
2104456,Control,1,1,1,1,1
2105107,Test,1,1,1,1,1
2105198,Test,1,1,1,1,1
2105237,Test,1,1,1,1,1
2105507,Test,1,1,0,0,0
2105851,Test,1,1,1,1,1
2105948,Control,1,1,1,1,1
2105954,Test,1,1,1,1,1
2105966,Control,1,1,1,1,0
2106310,Test,1,1,1,1,1
2106390,Test,1,1,1,1,1
2106701,Control,1,1,1,1,1
2107030,Test,1,1,0,0,0
2107108,Test,1,1,1,0,0
2107396,Test,1,1,1,1,1
2107624,Test,1,1,0,0,0
2107694,Test,1,1,0,0,0
2107816,Control,1,1,1,1,0
2107979,Control,1,1,1,1,1
2108397,Test,1,1,1,0,0
2108565,Test,1,1,1,1,0
2108691,Control,1,0,0,0,0
2109280,Control,1,1,0,0,0
2109282,Test,1,1,1,1,1
2109472,Test,1,1,1,1,1
2109600,Test,1,1,1,0,0
2109862,Test,1,1,1,1,1
2110274,Test,1,1,1,1,1
2110308,Control,1,1,1,1,0
2110321,Test,1,1,1,1,1
2110330,Test,1,1,1,1,1
2110397,Test,1,1,1,1,1
2110629,Test,1,1,1,1,1
2110855,Test,1,1,0,0,0
2110903,Test,1,1,1,1,0
2111172,Test,1,1,1,1,1
2111268,Control,1,1,1,1,1
2111405,Test,1,1,0,0,0
2111468,Control,1,1,1,1,1
2111559,Control,1,1,1,1,1
2111761,Test,1,1,0,0,0
2111947,Test,1,1,1,1,1
2112665,Control,1,1,1,1,0
2112961,Test,1,0,0,0,0
2113091,Control,1,1,1,1,1
2113100,Test,1,1,1,1,1
2113414,Test,1,1,1,1,1
2113565,Control,1,1,1,0,0
2113706,Control,1,0,0,0,0
2113818,Test,1,1,1,1,1
2113915,Test,1,1,1,1,1
2114536,Test,1,1,1,1,0
2114773,Test,1,1,1,1,1
2114888,Control,1,1,1,1,1
2114924,Control,1,1,1,1,1
2116228,Test,1,1,1,1,1
2116239,Test,1,0,0,0,0
2116261,Control,1,1,1,1,1
2116375,Control,1,1,1,1,1
2116486,Test,1,1,1,1,1
2116544,Test,1,1,1,0,0
2116546,Test,1,1,1,1,1
2116988,Test,1,1,1,1,1
2117103,Control,1,1,1,1,1
2117485,Test,1,1,1,1,1
2117618,Test,1,1,1,1,1
2117625,Control,1,1,1,1,1
2117926,Control,1,1,1,1,1
2118101,Test,1,0,0,0,0
2118104,Test,1,1,1,1,0
2118118,Test,1,1,1,1,1
2118215,Test,1,1,1,1,1
2118802,Test,1,1,1,1,0
2119078,Test,1,0,0,0,0
2119531,Test,1,1,1,1,0
2120119,Control,1,1,1,1,1
2120274,Test,1,1,1,1,1
2120319,Test,1,1,1,1,1
2120373,Control,1,1,1,1,1
2121101,Control,1,0,0,0,0
2122069,Control,1,1,1,1,1
2122128,Test,1,1,1,1,1
2122187,Control,1,1,1,1,0
2122247,Control,1,1,1,0,0
2122332,Test,1,1,1,1,1
2122411,Control,1,1,1,1,1
2122586,Control,1,1,1,1,1
2122736,Control,1,1,1,1,1
2122793,Test,1,1,1,1,1
2122912,Control,1,1,1,1,1
2123109,Test,1,1,1,1,0
2123119,Test,1,0,0,0,0
2123832,Test,1,0,0,0,0
2123867,Control,1,1,1,1,1
2124031,Control,1,1,1,1,1
2124042,Test,1,1,1,1,0
2124044,Control,1,1,1,1,1
2124271,Test,1,0,0,0,0
2124322,Test,1,1,1,1,1
2124499,Control,1,1,1,1,1
2124636,Control,1,1,1,0,0
2124664,Control,1,1,1,0,0
2124715,Control,1,1,1,1,1
2125062,Control,1,1,1,1,1
2125162,Test,1,1,1,1,0
2125543,Control,1,1,1,1,1
2125802,Control,1,1,1,1,1
2125871,Test,1,1,1,1,1
2126508,Test,1,1,0,0,0
2126773,Control,1,1,1,0,0
2126911,Test,1,1,1,1,1
2127092,Control,1,1,1,1,1
2127474,Test,1,1,1,1,1
2127772,Test,1,1,1,1,1
2128031,Test,1,1,1,1,1
2128160,Control,1,1,1,0,0
2128476,Test,1,0,0,0,0
2128567,Test,1,1,1,1,1
2128615,Test,1,1,1,1,1
2129008,Control,1,1,1,1,1
2129448,Control,1,1,1,1,1
2129470,Test,1,1,1,1,1
2130150,Test,1,1,1,1,1
2130164,Control,1,1,1,1,1
2130483,Control,1,0,0,0,0
2130538,Test,1,1,1,1,1
2130660,Control,1,1,1,1,1
2130810,Test,1,1,1,1,0
2131015,Test,1,1,1,0,0
2131056,Test,1,1,1,1,1
2131059,Control,1,1,1,1,1
2131405,Control,1,1,1,1,1
2131562,Control,1,1,1,1,1
2131692,Test,1,1,0,0,0
2131961,Test,1,0,0,0,0
2132417,Test,1,1,1,1,1
2132487,Test,1,1,1,0,0
2132534,Control,1,1,1,1,0
2132587,Test,1,1,0,0,0
2132645,Test,1,1,1,1,1
2132736,Test,1,1,1,1,0
2133839,Control,1,1,1,1,1
2135699,Test,1,1,1,0,0
2135962,Control,1,1,1,1,1
2135989,Control,1,0,0,0,0
2136502,Test,1,1,1,1,1
2136669,Test,1,1,1,1,1
2136746,Control,1,1,1,1,1
2137312,Test,1,1,1,1,1
2137495,Control,1,1,1,1,1
2138171,Test,1,1,0,0,0
2138300,Control,1,1,0,0,0
2138383,Test,1,1,1,1,1
2138403,Test,1,1,1,1,1
2138761,Test,1,1,1,1,1
2138772,Test,1,1,1,1,1
2139045,Control,1,0,0,0,0
2139166,Control,1,1,1,1,1
2139307,Test,1,1,1,1,1
2139373,Test,1,1,1,1,0
2139778,Test,1,1,1,1,1
2139967,Test,1,1,1,1,1
2140309,Test,1,1,1,1,1
2140326,Test,1,1,1,1,1
2140639,Test,1,1,1,1,1
2141001,Test,1,1,1,0,0
2141013,Control,1,1,1,0,0
2141244,Test,1,1,1,1,1
2141929,Control,1,0,0,0,0
2142377,Test,1,0,0,0,0
2142404,Control,1,1,0,0,0
2142490,Control,1,1,1,1,1
2142735,Test,1,1,1,1,1
2143122,Control,1,0,0,0,0
2143189,Control,1,0,0,0,0
2143246,Control,1,1,1,1,1
2144039,Test,1,1,1,1,1
2144251,Test,1,1,1,1,1
2144256,Control,1,1,1,1,1
2144401,Control,1,1,1,1,0
2144544,Test,1,1,1,1,1
2144761,Control,1,0,0,0,0
2145029,Test,1,1,1,1,1
2145346,Control,1,1,1,1,0
2145364,Control,1,1,0,0,0
2145511,Control,1,1,1,1,1
2145568,Control,1,1,1,0,0
2145579,Test,1,1,1,1,1
2145707,Control,1,0,0,0,0
2145857,Control,1,1,1,1,1
2146504,Test,1,1,0,0,0
2146627,Control,1,0,0,0,0
2146822,Control,1,1,1,1,1
2146904,Test,1,1,1,1,1
2147061,Control,1,1,1,1,1
2147313,Test,1,1,1,1,1
2147436,Control,1,1,1,1,1
2147522,Control,1,1,1,1,1
2147721,Control,1,1,1,1,1
2147992,Test,1,1,1,1,0
2148448,Control,1,0,0,0,0
2148471,Test,1,1,1,1,1
2148617,Control,1,1,1,0,0
2149205,Control,1,1,1,1,1
2149410,Test,1,1,1,1,0
2149499,Control,1,1,1,1,1
2149777,Test,1,1,1,1,1
2150124,Control,1,1,1,0,0
2150129,Control,1,1,1,1,1
2150650,Test,1,1,1,1,1
2151200,Test,1,1,1,1,0
2151221,Control,1,1,1,1,1
2151672,Test,1,1,1,1,1
2151865,Test,1,1,1,0,0
2152047,Test,1,1,1,1,1
2152611,Control,1,1,1,1,1
2152815,Test,1,1,0,0,0
2152873,Control,1,1,1,1,1
2152887,Control,1,1,1,1,1
2153015,Control,1,1,0,0,0
2153182,Control,1,1,1,1,1
